"","features.fire_fly_id","FINALREF_FIT.cluster"
"2092",5889418,3
"2093",5893000,3
"2094",5893245,4
"2095",5899302,1
"2096",5900741,3
"2097",5901652,3
"2098",5903791,3
"2099",5904212,3
"2100",5906964,3
"2101",5907235,3
"2102",5908553,1
"2103",5911936,4
"2104",5911977,1
"2105",5914511,1
"2106",5923313,3
"2107",5925113,3
"2108",5925984,2
"2109",5928183,3
"2110",5934913,2
"2111",5937184,1
"2112",5938176,4
"2113",5940006,1
"2114",5942025,3
"2115",5942812,2
"2116",5945310,4
"2117",5946386,3
"2118",5951917,1
"2119",5955133,1
"2120",5956956,3
"2121",5957840,1
"2122",5959154,2
"2123",5966582,2
"2124",5967277,4
"2125",5970387,1
"2126",5971283,1
"2127",5975615,3
"2128",5984614,3
"2129",5984918,3
"2130",5989774,1
"2131",5991666,2
"2132",5995565,2
"2133",5996408,3
"2134",5996719,4
"2135",5997138,3
"2136",5998525,3
"2137",5998719,3
"2138",5999345,2
"2139",5999350,2
"2140",5999631,4
"2141",6000343,3
"2142",6005019,3
"2143",6012668,3
"2144",6014146,3
"2145",6015564,3
"2146",6016440,3
"2147",6017491,3
"2148",6019423,3
"2149",6019595,3
"2150",6019717,3
"2151",6021277,2
"2152",6024779,3
"2153",6025224,1
"2154",6027037,1
"2155",6027201,2
"2156",6029647,2
"2157",6030189,3
"2158",6030426,2
"2159",6031237,2
"2160",6035589,3
"2161",6037232,2
"2162",6040101,1
"2163",6069146,1
"2164",6069269,1
"2165",6070300,1
"2166",6074100,2
"2167",6074441,3
"2168",6076273,3
"2169",6077894,3
"2170",6079470,3
"2171",6080110,3
"2172",6080380,3
"2173",6081156,3
"2174",6084487,1
"2175",6086317,1
"2176",6087433,3
"2177",6091855,3
"2178",6094081,3
"2179",6104875,3
"2180",6106971,2
"2181",6108127,2
"2182",6113679,2
"2183",6116515,2
"2184",6117752,3
"2185",6121316,3
"2186",6122186,3
"2187",6130579,3
"2188",6132093,1
"2189",6134353,4
"2190",6148982,2
"2191",6149147,3
"2192",6151344,4
"2193",6153865,3
"2194",6155342,4
"2195",6160149,2
"2196",6161268,2
"2197",6161836,3
"2198",6163123,3
"2199",6166308,4
"2200",6166747,2
"2201",6168246,3
"2202",6172461,4
"2203",6174741,2
"2204",6178331,2
"2205",6178680,1
"2206",6179384,3
"2207",6179975,3
"2208",6181157,4
"2209",6185901,3
"2210",6187331,1
"2211",6188400,4
"2212",6188500,3
"2213",6189208,3
"2214",6192712,3
"2215",6192961,2
"2216",6193067,3
"2217",6195908,2
"2218",6197978,3
"2219",6198304,2
"2220",6207558,4
"2221",6211390,3
"2222",6212297,2
"2223",6213806,3
"2224",6222269,3
"2225",6222884,1
"2226",6223867,2
"2227",6224915,2
"2228",6225862,4
"2229",6226493,1
"2230",6227345,2
"2231",6233773,2
"2232",6233978,2
"2233",6240387,1
"2234",6244017,3
"2235",6247189,3
"2236",6247328,4
"2237",6247484,3
"2238",6248213,3
"2239",6248556,4
"2240",6248637,4
"2241",6250058,1
"2242",6263639,3
"2243",6264333,3
"2244",6265781,3
"2245",6267470,3
"2246",6270162,3
"2247",6274413,3
"2248",6274827,3
"2249",6274899,2
"2250",6275357,2
"2251",6276500,2
"2252",6277288,3
"2253",6277465,4
"2254",6277570,3
"2255",6278226,2
"2256",6281882,2
"2257",6282283,1
"2258",6282324,3
"2259",6283238,3
"2260",6284312,4
"2261",6284374,3
"2262",6285516,3
"2263",6286769,4
"2264",6287185,2
"2265",6288101,3
"2266",6292220,3
"2267",6294036,3
"2268",6294972,3
"2269",6296565,3
"2270",6298271,1
"2271",6299590,4
"2272",6300058,2
"2273",6300693,3
"2274",6300890,4
"2275",6301027,2
"2276",6301766,4
"2277",6304787,2
"2278",6310228,3
"2279",6310741,3
"2280",6314522,4
"2281",6316159,3
"2282",6316293,3
"2283",6318101,3
"2284",6319288,2
"2285",6319575,4
"2286",6322477,3
"2287",6323619,2
"2288",6324210,2
"2289",6326362,2
"2290",6329980,1
"2291",6332096,3
"2292",6333110,2
"2293",6337158,3
"2294",6343807,3
"2295",6344269,3
"2296",6345461,3
"2297",6345589,1
"2298",6345664,3
"2299",6353427,3
"2300",6358694,3
"2301",6359539,4
"2302",6360671,3
"2303",6360792,3
"2304",6362487,4
"2305",6363564,3
"2306",6369676,3
"2307",6380369,2
"2308",6381892,2
"2309",6383842,1
"2310",6386578,3
"2311",6387164,2
"2312",6393424,1
"2313",6399308,2
"2314",6399918,2
"2315",6401325,2
"2316",6402048,4
"2317",6408810,3
"2318",6412086,3
"2319",6412364,1
"2320",6415131,3
"2321",6417046,3
"2322",6417611,4
"2323",6418722,4
"2324",6421838,1
"2325",6421883,3
"2326",6426039,3
"2327",6431042,2
"2328",6433993,3
"2329",6436379,3
"2330",6437133,3
"2331",6441124,3
"2332",6441667,3
"2333",6444114,3
"2334",6445278,1
"2335",6446487,1
"2336",6449292,4
"2337",6452392,4
"2338",6453189,4
"2339",6457183,4
"2340",6458175,2
"2341",6460607,3
"2342",6462366,1
"2343",6465520,1
"2344",6468590,1
"2345",6468729,4
"2346",6468882,3
"2347",6471537,2
"2348",6473392,3
"2349",6474596,4
"2350",6475332,3
"2351",6476848,3
"2352",6477984,3
"2353",6482061,3
"2354",6488879,3
"2355",6489527,3
"2356",6489666,3
"2357",6489965,3
"2358",6490318,1
"2359",6494296,3
"2360",6495533,2
"2361",6495933,4
"2362",6497208,2
"2363",6503973,3
"2364",6509787,2
"2365",6510571,3
"2366",6512378,3
"2367",6514571,3
"2368",6515753,2
"2369",6516712,4
"2370",6517032,3
"2371",6525178,4
"2372",6530083,3
"2373",6535194,3
"2374",6538307,1
"2375",6538976,3
"2376",6540361,1
"2377",6541407,3
"2378",6544867,3
"2379",6548218,2
"2380",6548605,4
"2381",6549045,4
"2382",6643271,2
"2383",6724808,3
"2384",6739429,3
"2385",6808499,1
"2386",6813292,1
"2387",6845759,3
"2388",6871449,1
"2389",6874533,2
"2390",6881572,1
"2391",6911528,3
"2392",6921601,3
"2393",6938252,3
"2394",7010947,4
"2395",7013345,3
"2396",7019352,3
"2397",7048001,2
"2398",7050086,3
"2399",7052076,3
"2400",7059935,1
"2401",7060562,2
"2402",7105681,3
"2403",7149420,4
"2404",7161197,2
"2405",7165650,2
"2406",7166730,1
"2407",7169084,1
"2408",7171014,3
"2409",7193168,4
"2410",7195154,2
"2411",7199622,3
"2412",7202008,2
"2413",7202459,3
"2414",7205196,3
"2415",7205508,3
"2416",7206334,3
"2417",7211520,1
"2418",7213295,2
"2419",7217268,3
"2420",7220485,3
"2421",7222647,3
"2422",7224320,1
"2423",7224458,2
"2424",7225467,2
"2425",7226285,4
"2426",7226798,1
"2427",7230207,3
"2428",7238087,4
"2429",7242569,1
"2430",7242815,2
"2431",7243501,3
"2432",7245984,3
"2433",7252099,3
"2434",7254723,4
"2435",7256406,4
"2436",7257382,1
"2437",7259886,3
"2438",7260451,2
"2439",7260626,3
"2440",7268017,3
"2441",7268081,4
"2442",7268419,3
"2443",7271228,4
"2444",7275977,1
"2445",7285157,3
"2446",7289691,3
"2447",7291596,3
"2448",7291718,2
"2449",7292109,4
"2450",7294651,3
"2451",7296902,1
"2452",7297871,3
"2453",7303519,3
"2454",7304817,3
"2455",7311108,3
"2456",7311157,4
"2457",7314622,4
"2458",7315946,2
"2459",7316329,3
"2460",7321474,1
"2461",7323684,3
"2462",7323734,3
"2463",7323740,3
"2464",7323879,4
"2465",7324066,4
"2466",7324333,3
"2467",7326926,4
"2468",7327369,2
"2469",7327377,3
"2470",7328869,2
"2471",7330306,3
"2472",7331136,3
"2473",7331153,3
"2474",7331490,2
"2475",7332499,3
"2476",7334489,4
"2477",7336742,3
"2478",7337015,2
"2479",7337362,3
"2480",7342338,2
"2481",7346621,3
"2482",7348289,3
"2483",7350838,1
"2484",7354731,4
"2485",7355436,4
"2486",7356664,1
"2487",7360870,3
"2488",7364771,2
"2489",7366181,2
"2490",7369733,2
"2491",7372377,3
"2492",7374666,2
"2493",7477430,2
"2494",7502896,2
"2495",7524263,1
"2496",7557594,3
"2497",7561304,3
"2498",7592385,3
"2499",7634053,3
"2500",7639878,3
"2501",7641007,3
"2502",7643430,3
"2503",7644462,3
"2504",7671474,1
"2505",7673545,1
"2506",7688815,3
"2507",7747174,2
"2508",7749928,1
"2509",7770408,1
"2510",7775727,4
"2511",7785953,3
"2512",7816833,4
"2513",7817147,1
"2514",7842831,2
"2515",7847288,3
"2516",7860968,4
"2517",7862878,2
"2518",7871143,2
"2519",7883513,1
"2520",7892220,4
"2521",7909567,4
"2522",7911470,4
"2523",7914407,4
"2524",7927458,2
"2525",7927574,2
"2526",7947249,3
"2527",7977973,1
"2528",7995407,2
"2529",8007889,2
"2530",8022735,3
"2531",8037523,1
"2532",8059894,3
"2533",8090463,2
"2534",8092251,1
"2535",8099758,2
"2536",8135898,3
"2537",8137764,4
"2538",8145818,2
"2539",8174036,2
"2540",8221463,2
"2541",8238047,2
"2542",8244755,2
"2543",8244871,2
"2544",8302830,4
"2545",8310036,1
"2546",8318171,1
"2547",8329563,3
"2548",8374323,4
"2549",8384070,3
"2550",8392086,3
"2551",8405256,3
"2552",8421128,3
"2553",8434870,2
"2554",8443722,2
"2555",8485950,2
"2556",8492693,2
"2557",8494333,3
"2558",8495304,3
"2559",8498801,1
"2560",8504631,3
"2561",8539477,3
"2562",8546443,1
"2563",8553005,2
"2564",8578866,3
"2565",8584424,2
"2566",8588104,3
"2567",8631851,2
"2568",8635844,3
"2569",8645793,1
"2570",8646085,2
"2571",8650467,2
"2572",8659927,1
"2573",8664673,3
"2574",8679701,3
"2575",8689237,2
"2576",8695670,2
"2577",8695707,3
"2578",8695936,3
"2579",8696211,4
"2580",8696261,2
"2581",8734071,3
"2582",8754583,2
"2583",8759416,3
"2584",8759713,3
"2585",8772544,4
"2586",8775905,3
"2587",8787642,3
"2588",8799486,2
"2589",8813123,2
"2590",8842909,2
"2591",8847788,3
"2592",8857107,3
"2593",8860369,2
"2594",8880496,3
"2595",8903547,2
"2596",8906670,3
"2597",8908879,2
"2598",8909668,3
"2599",8913326,3
"2600",8933365,1
"2601",8944536,3
"2602",8968937,3
"2603",8975018,3
"2604",8977257,2
"2605",8980107,3
"2606",8988107,3
"2607",9002317,4
"2608",9009196,3
"2609",9011631,1
"2610",9037868,3
"2611",9046857,3
"2612",9048106,4
"2613",9050525,4
"2614",9051126,2
"2615",9061989,4
"2616",9069967,2
"2617",9077830,3
"2618",9078862,1
"2619",9090620,1
"2620",9092785,4
"2621",9103971,1
"2622",9114686,1
"2623",9115206,1
"2624",9133679,4
"2625",9140517,2
"2626",9146839,1
"2627",9164408,2
"2628",9203457,1
"2629",9213504,1
"2630",9216367,1
"2631",9216413,2
"2632",9224643,1
"2633",9231585,2
"2634",9234039,2
"2635",9235562,4
"2636",9276010,1
"2637",9276656,1
"2638",9300034,3
"2639",9309048,3
"2640",9319881,4
"2641",9332860,2
"2642",9344007,3
"2643",9366441,4
"2644",9389042,2
"2645",9409783,2
"2646",9425398,2
"2647",9426166,3
"2648",9429471,2
"2649",9433838,2
"2650",9492218,1
"2651",9497485,3
"2652",9499873,4
"2653",9541022,3
"2654",9542472,3
"2655",9565020,2
"2656",9583063,3
"2657",9609105,4
"2658",9613453,3
"2659",9657520,3
"2660",9668775,3
"2661",9683766,3
"2662",9685883,2
"2663",9690511,1
"2664",9729617,2
"2665",9755302,3
"2666",9780030,3
"2667",9791706,3
"2668",9792991,3
"2669",9824659,3
"2670",9824693,2
"2671",9828490,4
"2672",9841993,3
"2673",9847127,2
"2674",9848655,1
"2675",9865457,4
"2676",9876403,2
"2677",9887086,4
"2678",9897112,2
"2679",9898571,3
"2680",9930772,4
"2681",9930973,3
"2682",9934005,1
"2683",9943840,4
"2684",10013925,3
"2685",10032571,3
"2686",10036110,1
"2687",10056325,1
"2688",10075000,2
"2689",10075589,2
"2690",10107026,3
"2691",10109910,3
"2692",10132002,1
"2693",10139315,3
"2694",10161439,2
"2695",10194728,3
"2696",10233042,3
"2697",10250006,1
"2698",10261790,3
"2699",10262716,1
"2700",10269536,2
"2701",10292625,3
"2702",10310431,3
"2703",10313338,2
"2704",10329025,4
"2705",10341220,2
"2706",10343472,1
"2707",10345800,1
"2708",10383568,2
"2709",10387475,1
"2710",10395698,3
"2711",10396987,2
"2712",10403338,3
"2713",10412280,3
"2714",10413037,2
"2715",10414531,3
"2716",10416566,2
"2717",10463664,3
"2718",10485207,4
"2719",10485279,4
"2720",10506794,3
"2721",10533589,3
"2722",10540329,2
"2723",10541141,4
"2724",10544361,3
"2725",10550798,4
"2726",10554211,1
"2727",10581154,4
"2728",10590550,2
"2729",10618514,3
"2730",10622158,2
"2731",10680038,2
"2732",10695559,2
"2733",10714117,2
"2734",10715587,3
"2735",10716309,1
"2736",10721392,1
"2737",10721417,2
"2738",10722114,2
"2739",10727842,4
"2740",10735654,3
"2741",10737586,3
"2742",10738176,3
"2743",10742764,1
"2744",10744640,3
"2745",10747371,3
"2746",10750363,2
"2747",10752723,3
"2748",10752724,3
"2749",10757031,2
"2750",10863362,3
"2751",10896261,3
"2752",10916823,4
"2753",10960571,2
"2754",11053090,1
"2755",11096481,2
"2756",11167276,2
"2757",11167446,2
"2758",11168457,2
"2759",11169185,2
"2760",11169223,2
"2761",11169232,2
"2762",11172661,2
"2763",11188160,3
"2764",11225376,1
"2765",11244912,3
"2766",11332011,3
"2767",11357717,3
"2768",11489254,4
"2769",11640484,2
"2770",11646505,3
"2771",11835860,2
"2772",11863252,3
"2773",11963296,3
"2774",12041734,3
"2775",12251220,3
"2776",12254941,3
"2777",12336806,4
"2778",12341192,2
"2779",12341311,3
"2780",12403950,3
"2781",12426828,4
"2782",12436133,2
"2783",12454962,2
"2784",12519624,2
"2785",12530899,3
"2786",12559755,3
"2787",12561535,4
"2788",12562434,3
"2789",12587066,3
"2790",12613828,3
"2791",12614347,3
"2792",12615185,3
"2793",12673812,3
"2794",12676491,2
"2795",12693163,3
"2796",12720504,4
"2797",12720793,1
"2798",12721213,3
"2799",12743425,3
"2800",12771176,3
"2801",12819009,3
"2802",12819977,2
"2803",12822935,3
"2804",12845197,4
"2805",12847983,3
"2806",12848096,2
"2807",12876914,3
"2808",12900924,2
"2809",12926170,3
"2810",12951350,3
"2811",12951424,2
"2812",13003286,4
"2813",13054676,3
"2814",13055324,3
"2815",13065734,2
"2816",13137865,3
"2817",13140322,4
"2818",13183894,3
"2819",13230015,1
"2820",13230091,1
"2821",13232935,3
"2822",13258779,4
"2823",13283457,3
"2824",13285094,3
"2825",13310207,4
"2826",13310765,4
"2827",13334717,2
"2828",13361987,3
"2829",13362075,2
"2830",13362767,2
"2831",13391101,3
"2832",13391610,4
"2833",13449034,3
"2834",13450042,4
"2835",13473787,3
"2836",13476025,2
"2837",13492441,3
"2838",13497860,2
"2839",13530479,3
"2840",13584977,3
"2841",13598871,3
"2842",13607848,2
"2843",13614487,2
"2844",13616389,3
"2845",13709355,2
"2846",13745996,4
"2847",13809403,2
"2848",13820502,3
"2849",13832157,2
"2850",13832300,2
"2851",13832864,2
"2852",13863451,2
"2853",13907272,1
"2854",13911237,3
"2855",13995218,2
"2856",14017222,3
"2857",14049704,3
"2858",14088054,1
"2859",14160206,3
"2860",14313992,2
"2861",14314032,3
"2862",14492648,2
"2863",14500404,2
"2864",14502772,3
"2865",14503800,3
"2866",14503814,3
"2867",14510004,4
"2868",14511374,1
"2869",14517394,3
"2870",14523479,3
"2871",14523821,3
"2872",14524755,2
"2873",14539058,3
"2874",14544277,4
"2875",14546781,1
"2876",14558284,2
"2877",14559402,2
"2878",14560497,2
"2879",14562492,4
"2880",14568409,3
"2881",14569315,2
"2882",14572187,2
"2883",14575707,4
"2884",14585548,3
"2885",14585595,3
"2886",14591488,1
"2887",14595555,4
"2888",14596530,4
"2889",14599210,2
"2890",14599221,2
"2891",14600175,2
"2892",14602125,3
"2893",14604870,3
"2894",14609634,4
"2895",14612192,1
"2896",14629107,3
"2897",14631728,3
"2898",14633295,3
"2899",14633636,2
"2900",14636094,1
"2901",14636284,3
"2902",14636760,3
"2903",14637603,3
"2904",14637947,3
"2905",14647366,2
"2906",14652055,3
"2907",14654269,3
"2908",14655410,2
"2909",14657469,3
"2910",14660818,2
"2911",14668031,4
"2912",14671295,4
"2913",14671865,3
"2914",14673628,4
"2915",14680367,2
"2916",14684287,3
"2917",14687755,1
"2918",14691307,4
"2919",14691575,3
"2920",14694727,3
"2921",14700950,3
"2922",14701331,4
"2923",14701336,3
"2924",14702613,3
"2925",14702676,2
"2926",14706656,2
"2927",14711915,4
"2928",14720152,2
"2929",14720795,3
"2930",14724583,4
"2931",14728272,3
"2932",14728712,3
"2933",14731333,2
"2934",14733130,4
"2935",14738214,3
"2936",14741230,2
"2937",14741422,2
"2938",14742194,4
"2939",14744865,2
"2940",14747932,3
"2941",14753467,3
"2942",14753623,3
"2943",14766182,2
"2944",14768968,4
"2945",14773892,2
"2946",14775367,2
"2947",14790641,1
"2948",14791342,4
"2949",14794547,3
"2950",14795085,2
"2951",14798680,2
"2952",14800468,3
"2953",14835273,3
"2954",14844237,3
"2955",14847341,3
"2956",14888994,2
"2957",14897735,3
"2958",14920567,3
"2959",14923680,4
"2960",14928431,1
"2961",14930309,1
"2962",14934122,2
"2963",14947706,3
"2964",14949244,2
"2965",14951843,2
"2966",14952348,4
"2967",14952886,3
"2968",14958636,4
"2969",14965022,3
"2970",14965838,3
"2971",14976028,4
"2972",14978018,2
"2973",14985986,3
"2974",14987902,2
"2975",14996212,3
"2976",15004511,3
"2977",15005687,3
"2978",15007737,3
"2979",15009917,3
"2980",15010223,3
"2981",15018069,2
"2982",15018576,1
"2983",15019977,3
"2984",15023619,3
"2985",15025021,2
"2986",15026765,4
"2987",15038196,2
"2988",15038695,1
"2989",15040635,1
"2990",15041937,3
"2991",15042709,2
"2992",15045456,3
"2993",15046303,2
"2994",15053926,3
"2995",15059730,3
"2996",15060681,1
"2997",15064056,3
"2998",15067240,2
"2999",15073601,2
"3000",15074043,3
"3001",15074688,4
"3002",15076270,3
"3003",15079270,3
"3004",15082195,3
"3005",15083066,3
"3006",15085267,2
"3007",15086373,2
"3008",15087342,1
"3009",15092733,2
"3010",15093089,4
"3011",15095208,3
"3012",15098465,2
"3013",15101470,3
"3014",15108217,3
"3015",15109897,1
"3016",15112820,2
"3017",15112913,3
"3018",15115945,2
"3019",15119157,3
"3020",15126444,2
"3021",15139216,1
"3022",15144684,2
"3023",15147735,3
"3024",15149782,2
"3025",15156696,3
"3026",15157070,3
"3027",15161003,2
"3028",15163446,3
"3029",15165564,3
"3030",15166663,3
"3031",15167965,2
"3032",15168649,4
"3033",15169083,3
"3034",15170973,3
"3035",15175714,2
"3036",15184197,1
"3037",15186949,3
"3038",15188950,3
"3039",15189681,1
"3040",15192398,2
"3041",15204348,2
"3042",15206003,3
"3043",15206896,2
"3044",15207201,3
"3045",15207664,1
"3046",15208205,3
"3047",15214073,2
"3048",15215452,3
"3049",15215481,4
"3050",15217139,3
"3051",15219535,3
"3052",15290704,3
"3053",15292400,3
"3054",15292628,3
"3055",15293797,3
"3056",15295555,3
"3057",15295880,3
"3058",15299621,3
"3059",15487858,1
"3060",15908118,3
"3061",15913098,2
"3062",16189451,2
"3063",16190188,1
"3064",16191788,2
"3065",16192222,3
"3066",16405826,3
"3067",16531756,1
"3068",16637957,3
"3069",16729006,2
"3070",16917010,2
"3071",17055532,2
"3072",17056138,3
"3073",17057261,3
"3074",17061499,2
"3075",17062232,3
"3076",17067160,3
"3077",17068648,3
"3078",17101412,3
"3079",17101554,4
"3080",17104134,4
"3081",17104586,3
"3082",17106526,2
"3083",17419226,3
"3084",17550348,1
"3085",17729641,4
"3086",17864755,3
"3087",18135652,3
"3088",18137623,3
"3089",18137997,2
"3090",18142587,4
"3091",18148179,3
"3092",18162362,2
"3093",18163961,3
"3094",18164448,4
"3095",18168198,3
"3096",18171550,3
"3097",18171891,2
"3098",18571188,3
"3099",18608705,3
"3100",19000199,1
"3101",19413239,3
"3102",19606569,2
"3103",19606712,3
"3104",19612687,4
"3105",19613860,3
"3106",19615869,4
"3107",19616360,3
"3108",19634623,3
"3109",19650381,2
"3110",19651361,1
"3111",19657746,2
"3112",19669170,1
"3113",19690139,3
"3114",19697137,3
"3115",19699232,2
"3116",19703858,3
"3117",19705839,1
"3118",19711634,2
"3119",19712044,2
"3120",19721882,3
"3121",19722710,4
"3122",19724435,2
"3123",19725250,3
"3124",19727779,4
"3125",19727973,4
"3126",19731536,2
"3127",19733332,3
"3128",19737294,2
"3129",19738319,3
"3130",19739073,4
"3131",19740411,4
"3132",19742294,1
"3133",19744013,4
"3134",19744631,4
"3135",19745101,3
"3136",19745853,2
"3137",19751725,2
"3138",19757774,3
"3139",19759228,2
"3140",19761794,3
"3141",19764495,3
"3142",19764527,2
"3143",20542549,1
"3144",20840326,2
"3145",20841554,3
"3146",20843355,2
"3147",20845150,3
"3148",20845691,4
"3149",20846861,3
"3150",20851232,2
"3151",20851525,2
"3152",20851728,4
"3153",20853265,3
"3154",20857646,3
"3155",20857731,3
"3156",20858726,1
"3157",20861215,2
"3158",20862110,3
"3159",20863519,3
"3160",20863594,4
"3161",20865794,3
"3162",20874387,4
"3163",20887284,3
"3164",20893756,2
"3165",20895491,3
"3166",20907067,4
"3167",20912818,2
"3168",20916629,3
"3169",20924056,4
"3170",20926476,3
"3171",20929489,2
"3172",20931856,3
"3173",20934980,3
"3174",20935056,3
"3175",20939878,3
"3176",20940042,4
"3177",20940336,3
"3178",20943930,3
"3179",20943987,3
"3180",20951728,3
"3181",20963728,3
"3182",20965669,3
"3183",20968733,3
"3184",20969632,1
"3185",20973050,3
"3186",20975745,4
"3187",20976295,2
"3188",20982071,3
"3189",20983261,3
"3190",20988897,2
"3191",20992570,2
"3192",20993652,2
"3193",20994898,3
"3194",21015696,4
"3195",21020295,3
"3196",21023820,4
"3197",21027988,2
"3198",21037766,3
"3199",21040272,3
"3200",21042063,2
"3201",21055993,3
"3202",21064536,3
"3203",21066684,2
"3204",21093075,3
"3205",21096023,2
"3206",21105453,3
"3207",21109837,3
"3208",21112108,4
"3209",21132651,2
"3210",21165867,4
"3211",21182504,3
"3212",21188002,3
"3213",21216733,3
"3214",21226887,2
"3215",21230721,2
"3216",21238282,3
"3217",21245939,3
"3218",21250006,3
"3219",21253870,4
"3220",21257743,3
"3221",21266277,3
"3222",21271764,3
"3223",21272331,3
"3224",21273654,1
"3225",21291443,3
"3226",21293420,3
"3227",21295896,3
"3228",21297221,2
"3229",21299519,3
"3230",21299838,3
"3231",22345929,2
"3232",22391356,2
"3233",22505876,2
"3234",22767095,4
"3235",23077745,2
"3236",23096212,3
"3237",23096589,2
"3238",23100377,2
"3239",23105640,4
"3240",23108170,3
"3241",23113901,2
"3242",23123044,2
"3243",23126587,2
"3244",23126616,2
"3245",23126736,2
"3246",23130113,1
"3247",23134262,3
"3248",23141866,1
"3249",23144887,2
"3250",23145288,1
"3251",23175056,4
"3252",23177041,1
"3253",23187170,3
"3254",23189847,3
"3255",23192612,1
"3256",23192942,2
"3257",23196455,2
"3258",23198436,2
"3259",23202581,2
"3260",23202633,2
"3261",23204924,3
"3262",23210937,3
"3263",23211618,2
"3264",23211897,4
"3265",23212527,3
"3266",23215460,4
"3267",23221403,4
"3268",23223062,2
"3269",23226920,2
"3270",23228385,3
"3271",23231026,1
"3272",23231948,3
"3273",23234589,3
"3274",23234978,4
"3275",23235474,3
"3276",23235491,4
"3277",23238402,3
"3278",23241956,4
"3279",23247060,1
"3280",23248629,2
"3281",23250713,2
"3282",23252165,1
"3283",23253848,4
"3284",23255631,2
"3285",23257524,2
"3286",23258856,2
"3287",23260008,2
"3288",23260967,4
"3289",23261510,2
"3290",23263642,4
"3291",23266321,2
"3292",23268651,2
"3293",23268915,3
"3294",23272204,3
"3295",23273571,3
"3296",23274241,4
"3297",23274521,2
"3298",23277480,1
"3299",23278805,2
"3300",23282690,3
"3301",23283171,2
"3302",23283932,2
"3303",23288424,3
"3304",23288434,2
"3305",23290639,4
"3306",23297675,4
"3307",23298973,2
"3308",23302740,3
"3309",23303962,4
"3310",23304783,3
"3311",23305447,3
"3312",23306054,3
"3313",23308806,3
"3314",23310048,2
"3315",23310606,3
"3316",23311482,3
"3317",23324090,3
"3318",23324465,1
"3319",23325762,3
"3320",23327438,2
"3321",23327563,4
"3322",23328376,4
"3323",23328565,4
"3324",23328731,1
"3325",23331780,3
"3326",23385846,3
"3327",23389152,3
"3328",23392748,3
"3329",23392996,3
"3330",23393739,2
"3331",23398125,3
"3332",23398959,3
"3333",23416912,3
"3334",23418516,2
"3335",23419615,4
"3336",23420150,3
"3337",23421647,3
"3338",23424768,4
"3339",23426213,3
"3340",23426441,3
"3341",23426453,3
"3342",23427912,2
"3343",23428975,4
"3344",23429267,1
"3345",23431724,2
"3346",23431979,3
"3347",23436057,4
"3348",23442295,3
"3349",23443330,3
"3350",23444876,2
"3351",23448719,3
"3352",23453663,3
"3353",23454668,2
"3354",23456411,3
"3355",23456826,3
"3356",23459931,3
"3357",23460494,3
"3358",23461393,1
"3359",23461530,1
"3360",23461927,3
"3361",23473025,3
"3362",23486504,3
"3363",23506784,3
"3364",23507153,3
"3365",23539633,3
"3366",23625416,2
"3367",23626871,4
"3368",23627796,4
"3369",23629373,2
"3370",23630957,3
"3371",23631692,1
"3372",23633053,3
"3373",23656261,2
"3374",23665294,1
"3375",23702359,3
"3376",23703433,2
"3377",23705789,3
"3378",23712113,4
"3379",23712200,2
"3380",23714755,2
"3381",23716719,1
"3382",23717724,3
"3383",23718867,3
"3384",23719113,3
"3385",23719266,4
"3386",23721519,2
"3387",23722635,3
"3388",23727991,4
"3389",23730790,4
"3390",23733761,3
"3391",23744043,2
"3392",23744516,3
"3393",23752906,1
"3394",23756136,2
"3395",23756668,2
"3396",23757692,3
"3397",23761152,2
"3398",23770930,3
"3399",23771720,3
"3400",23775521,4
"3401",23775807,3
"3402",23779262,3
"3403",23782440,1
"3404",23783651,3
"3405",23784586,3
"3406",23790770,3
"3407",23791888,3
"3408",23793089,3
"3409",23795168,3
"3410",23805370,1
"3411",23835656,4
"3412",23836701,3
"3413",23841400,3
"3414",23841608,3
"3415",23841707,3
"3416",23846889,1
"3417",23847007,2
"3418",23851243,3
"3419",23857612,3
"3420",23858364,3
"3421",23859435,3
"3422",23861049,1
"3423",23862320,3
"3424",23866605,2
"3425",23870790,1
"3426",23872328,3
"3427",23873268,3
"3428",23875943,2
"3429",23915455,3
"3430",23960513,1
"3431",23960752,3
"3432",23961161,3
"3433",23963096,4
"3434",23963410,3
"3435",23963526,3
"3436",23963680,4
"3437",23983716,3
"3438",23984080,2
"3439",23986944,2
"3440",23987461,2
"3441",23987708,4
"3442",23987830,1
"3443",24005019,4
"3444",24006725,2
"3445",24008948,2
"3446",24009056,3
"3447",24011857,4
"3448",24013558,1
"3449",24096502,3
"3450",24096766,3
"3451",24097010,3
"3452",24097126,4
"3453",24098291,3
"3454",24098815,3
"3455",24099728,3
"3456",24111462,1
"3457",24111904,3
"3458",24115134,3
"3459",24120735,4
"3460",24121782,2
"3461",24121871,4
"3462",24121998,3
"3463",24141830,3
"3464",24239235,1
"3465",24244178,3
"3466",24244787,3
"3467",24246310,3
"3468",24248011,3
"3469",24252913,3
"3470",24255932,3
"3471",24256196,2
"3472",24261670,3
"3473",24265683,3
"3474",24275649,3
"3475",24291091,3
"3476",24292980,3
"3477",24293725,2
"3478",24340204,3
"3479",24340497,3
"3480",24342704,4
"3481",24344356,2
"3482",24344757,2
"3483",24345439,2
"3484",24345602,1
"3485",24347333,2
"3486",24364630,3
"3487",24365402,3
"3488",24388021,3
