"","fire_fly_id","home","sports","news","life","entertainment","tech","weather","opinion","travel","money","search","pct_home","pct_sports","pct_news","pct_life","pct_entertainment","pct_tech","pct_weather","pct_opinion","pct_travel","pct_money","pct_search","Other","gallery","homefront","section.front","story","sub.section","pct_Other","pct_homefront","pct_section.front","pct_story","pct_sub.section"
"1111",3464225,196,1,2,261,18,0,0,1,0,0,5,0.0869565217391304,0.000443655723158829,0.000887311446317658,0.115794143744454,0.00798580301685892,0,0,0.000443655723158829,0,0,0.00221827861579414,1777,0.106477373558119,194,23,18,2,0.788376220053239,0.0860692102928128,0.0102040816326531,0.00798580301685892,0.000887311446317658
"1112",3465255,17,2509,15733,19197,2620,5,0,6,676,153,0,0.000414826382957956,0.0612234938142066,0.383909616651619,0.468436592567287,0.0639320660794026,0.000122007759693517,0,0.00014640931163222,0.0164954491105634,0.00373343744662161,0,192,0.959078597398795,17,70,1203,195,0.00468509797223103,0.000414826382957956,0.00170810863570923,0.0293550669822601,0.00475830262804714
"1113",3465490,0,171,1,0,0,0,0,0,0,0,0,0,0.977142857142857,0.00571428571428571,0,0,0,0,0,0,0,0,70,0,0,40,65,0,0.4,0,0.228571428571429,0.371428571428571,0
"1114",3466353,717,7,126,1941,2,0,0,11,0,4,0,0.194836956521739,0.00190217391304348,0.0342391304347826,0.527445652173913,0.000543478260869565,0,0,0.00298913043478261,0,0.00108695652173913,0,895,0.533695652173913,717,1,103,0,0.24320652173913,0.194836956521739,0.000271739130434783,0.0279891304347826,0
"1115",3467300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1116",3467749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,4,0,0,0.985815602836879,0,0.0141843971631206,0,0
"1117",3468510,9,1,16,0,0,0,0,0,0,0,0,0.346153846153846,0.0384615384615385,0.615384615384615,0,0,0,0,0,0,0,0,4,0,9,4,9,0,0.153846153846154,0.346153846153846,0.153846153846154,0.346153846153846,0
"1118",3471079,6949,14,3,13,11,0,0,0,0,0,0,0.982885431400283,0.00198019801980198,0.000424328147100424,0.00183875530410184,0.00155586987270156,0,0,0,0,0,0,81,0.00127298444130127,6939,13,13,15,0.0114568599717115,0.981471004243281,0.00183875530410184,0.00183875530410184,0.00212164073550212
"1119",3472153,4,536,241,9,9,0,0,0,0,1156,0,0.00201714573877963,0.27029752899647,0.121533030761473,0.00453857791225416,0.00453857791225416,0,0,0,0,0.582955118507312,0,72,0.725668179525971,4,136,332,0,0.0363086232980333,0.00201714573877963,0.0685829551185073,0.167423096318709,0
"1120",3472407,457,12,752,9,1,0,0,4,0,9,0,0.297139141742523,0.00780234070221066,0.488946684005202,0.005851755526658,0.000650195058517555,0,0,0.00260078023407022,0,0.005851755526658,0,315,0,457,531,235,0,0.20481144343303,0.297139141742523,0.345253576072822,0.152795838751626,0
