fire_fly_id,referrer_type_value,percentbyref
5526821,Other Web Sites,0.003738317757009346
5526821,Search Engines,0.009345794392523364
5526821,Social Networks,0.07850467289719626
5526821,Typed/Bookmarked,0.9962616822429906
5528713,Other Web Sites,1
5531105,Inside Your Site,0.09523809523809523
5531105,Other Web Sites,0.9047619047619048
5531105,Search Engines,0.023809523809523808
5531105,Typed/Bookmarked,0.047619047619047616
5532054,Social Networks,1
5532054,Typed/Bookmarked,0.5555555555555556
5534483,Inside Your Site,0.125
5534483,Other Web Sites,0.125
5534483,Search Engines,0.75
5535090,Inside Your Site,0.9375
5535090,Search Engines,0.0625
5535090,Typed/Bookmarked,0.25
5535534,Inside Your Site,0.3333333333333333
5535534,Other Web Sites,0.023809523809523808
5535534,Search Engines,0.30952380952380953
5535534,Social Networks,0.3333333333333333
5535534,Typed/Bookmarked,0.40476190476190477
5538655,Typed/Bookmarked,1
5540683,Inside Your Site,1
5540683,Typed/Bookmarked,1
5541212,Inside Your Site,1
5541212,Search Engines,0.5
5541986,Inside Your Site,0.2222222222222222
5541986,Search Engines,0.022222222222222223
5541986,Typed/Bookmarked,0.9555555555555556
5545082,Inside Your Site,0.5
5545082,Other Web Sites,0.07142857142857142
5545082,Search Engines,0.14285714285714285
5545082,Social Networks,0.07142857142857142
5545082,Typed/Bookmarked,0.8571428571428571
5548791,Inside Your Site,0.1450381679389313
5548791,Search Engines,0.007633587786259542
5548791,Typed/Bookmarked,0.9694656488549618
5550304,Inside Your Site,1
5551228,Other Web Sites,0.8
5551228,Search Engines,0.06666666666666667
5551228,Typed/Bookmarked,0.13333333333333333
5555984,Inside Your Site,0.1875
5555984,Other Web Sites,0.0625
5555984,Social Networks,0.375
5555984,Typed/Bookmarked,0.6875
5557642,Inside Your Site,0.26506024096385544
5557642,Search Engines,0.03614457831325301
5557642,Social Networks,0.6746987951807228
5557642,Typed/Bookmarked,0.43373493975903615
5558428,Inside Your Site,0.34615384615384615
5558428,Search Engines,0.07692307692307693
5558428,Typed/Bookmarked,0.9423076923076923
5558956,Inside Your Site,0.8333333333333334
5558956,Search Engines,0.5833333333333334
5558956,Typed/Bookmarked,0.4166666666666667
5559098,Typed/Bookmarked,1
5559151,Inside Your Site,0.43617021276595747
5559151,Search Engines,0.06382978723404255
5559151,Typed/Bookmarked,0.925531914893617
5559197,Inside Your Site,0.20930232558139536
5559197,Other Web Sites,0.046511627906976744
5559197,Search Engines,0.32558139534883723
5559197,Social Networks,0.046511627906976744
5559197,Typed/Bookmarked,0.9534883720930233
5575539,Inside Your Site,0.5
5575539,Search Engines,0.4
5575539,Typed/Bookmarked,0.7
5577872,Inside Your Site,0.5957446808510638
5577872,Typed/Bookmarked,0.9574468085106383
5579252,Inside Your Site,0.28888888888888886
5579252,Search Engines,0.1111111111111111
5579252,Social Networks,0.022222222222222223
5579252,Typed/Bookmarked,0.8444444444444444
5579515,Inside Your Site,0.422680412371134
5579515,Other Web Sites,0.3711340206185567
5579515,Search Engines,0.01288659793814433
5579515,Social Networks,0.005154639175257732
5579515,Typed/Bookmarked,0.9948453608247423
5581444,Inside Your Site,1
5581444,Other Web Sites,0.16666666666666666
5581444,Typed/Bookmarked,0.16666666666666666
5583026,Inside Your Site,0.10344827586206896
5583026,Search Engines,0.034482758620689655
5583026,Social Networks,0.8275862068965517
5583026,Typed/Bookmarked,0.41379310344827586
5585111,Inside Your Site,0.04
5585111,Typed/Bookmarked,0.9866666666666667
5585966,Inside Your Site,0.5
5585966,Search Engines,0.25
5585966,Typed/Bookmarked,0.875
5600361,Inside Your Site,1
5604663,Inside Your Site,0.7222222222222222
5604663,Other Web Sites,0.1111111111111111
5604663,Search Engines,0.3888888888888889
5604663,Typed/Bookmarked,0.7777777777777778
5605559,Inside Your Site,0.2608695652173913
5605559,Other Web Sites,0.11594202898550725
5605559,Search Engines,0.028985507246376812
5605559,Typed/Bookmarked,0.9855072463768116
5605878,Inside Your Site,0.5
5605878,Typed/Bookmarked,1
5606990,Inside Your Site,0.25
5606990,Search Engines,0.25
5606990,Typed/Bookmarked,1
5613410,Inside Your Site,0.5
5613410,Social Networks,0.5
5615698,Inside Your Site,0.375
5615698,Typed/Bookmarked,0.9375
5616565,Inside Your Site,0.2815533980582524
5616565,Other Web Sites,0.04854368932038835
5616565,Search Engines,0.038834951456310676
5616565,Typed/Bookmarked,0.9223300970873787
5619634,Inside Your Site,1
5619634,Typed/Bookmarked,0.4
5623914,Inside Your Site,1
5623914,Other Web Sites,1
5623914,Typed/Bookmarked,1
5628229,Inside Your Site,1
5628229,Typed/Bookmarked,1
5628945,Inside Your Site,0.9333333333333333
5628945,Other Web Sites,0.06666666666666667
5628945,Search Engines,0.4
5628945,Social Networks,0.06666666666666667
5628945,Typed/Bookmarked,0.4
5630150,Inside Your Site,0.16091954022988506
5630150,Other Web Sites,0.011494252873563218
5630150,Search Engines,0.034482758620689655
5630150,Social Networks,0.011494252873563218
5630150,Typed/Bookmarked,0.9425287356321839
5630380,Search Engines,0.4
5630380,Typed/Bookmarked,0.8
5635682,Inside Your Site,0.2692307692307692
5635682,Search Engines,0.038461538461538464
5635682,Typed/Bookmarked,0.8846153846153846
5635925,Inside Your Site,0.16666666666666666
5635925,Typed/Bookmarked,0.9861111111111112
5638503,Typed/Bookmarked,1
5640070,Inside Your Site,0.2
5640070,Other Web Sites,0.3333333333333333
5640070,Social Networks,0.13333333333333333
5640070,Typed/Bookmarked,0.9333333333333333
5643085,Inside Your Site,0.4
5643085,Typed/Bookmarked,0.8
5643960,Typed/Bookmarked,1
5651483,Inside Your Site,1
5651483,Search Engines,1
5651483,Typed/Bookmarked,0.5
5654824,Inside Your Site,0.5
5654824,Other Web Sites,0.16666666666666666
5654824,Search Engines,0.16666666666666666
5654824,Typed/Bookmarked,0.8333333333333334
5655281,Typed/Bookmarked,1
5658069,Inside Your Site,0.17647058823529413
5658069,Search Engines,0.5882352941176471
5658069,Typed/Bookmarked,0.47058823529411764
5659266,Typed/Bookmarked,1
5668340,Inside Your Site,0.65
5668340,Other Web Sites,0.03333333333333333
5668340,Search Engines,0.05555555555555555
5668340,Social Networks,0.06111111111111111
5668340,Typed/Bookmarked,0.9611111111111111
5668993,Inside Your Site,0.16804979253112035
5668993,Other Web Sites,0.002074688796680498
5668993,Search Engines,0.01037344398340249
5668993,Social Networks,0.022821576763485476
5668993,Typed/Bookmarked,0.995850622406639
5672531,Inside Your Site,1
5672531,Typed/Bookmarked,1
5672912,Inside Your Site,1
5672912,Typed/Bookmarked,0.5
5672921,Inside Your Site,0.4
5672921,Typed/Bookmarked,0.8
5674313,Inside Your Site,0.5555555555555556
5674313,Search Engines,0.4444444444444444
5674313,Typed/Bookmarked,0.6666666666666666
5679958,Inside Your Site,0.20866141732283464
5679958,No JavaScript,0.003937007874015748
5679958,Search Engines,0.007874015748031496
5679958,Typed/Bookmarked,0.9921259842519685
5681793,Inside Your Site,0.6666666666666666
5681793,Typed/Bookmarked,0.6666666666666666
5686286,Inside Your Site,0.45714285714285713
5686286,No JavaScript,0.0019047619047619048
5686286,Other Web Sites,0.011428571428571429
5686286,Search Engines,0.011428571428571429
5686286,Typed/Bookmarked,0.96
5687210,Inside Your Site,0.06395348837209303
5687210,Other Web Sites,0.01744186046511628
5687210,Search Engines,0.029069767441860465
5687210,Typed/Bookmarked,0.9941860465116279
5688247,Inside Your Site,0.5454545454545454
5688247,Other Web Sites,0.36363636363636365
5688247,Search Engines,0.18181818181818182
5688247,Typed/Bookmarked,0.2727272727272727
5693000,Inside Your Site,1
5693000,Other Web Sites,1
5693000,Typed/Bookmarked,1
5693461,Inside Your Site,1
5693902,Inside Your Site,0.07142857142857142
5693902,Other Web Sites,0.6160714285714286
5693902,Search Engines,0.03571428571428571
5693902,Social Networks,0.2857142857142857
5693902,Typed/Bookmarked,0.26785714285714285
5694343,Inside Your Site,0.0641025641025641
5694343,Other Web Sites,0.0641025641025641
5694343,Search Engines,0.038461538461538464
5694343,Typed/Bookmarked,0.9102564102564102
5697171,Inside Your Site,0.1836734693877551
5697171,Other Web Sites,0.013605442176870748
5697171,Search Engines,0.17687074829931973
5697171,Social Networks,0.047619047619047616
5697171,Typed/Bookmarked,0.8503401360544217
5697393,Social Networks,0.4
5697393,Typed/Bookmarked,0.6
5706989,Inside Your Site,0.358974358974359
5706989,Other Web Sites,0.02564102564102564
5706989,Search Engines,0.2564102564102564
5706989,Typed/Bookmarked,0.9230769230769231
5708223,Inside Your Site,1
5710715,Typed/Bookmarked,1
5716397,Inside Your Site,0.75
5716397,Search Engines,0.125
5716397,Typed/Bookmarked,0.625
5716992,Typed/Bookmarked,1
5727116,Inside Your Site,0.2222222222222222
5727116,Search Engines,0.2222222222222222
5727116,Social Networks,0.4444444444444444
5727116,Typed/Bookmarked,0.1111111111111111
5740122,Inside Your Site,0.5
5740122,Other Web Sites,0.08333333333333333
5740122,Search Engines,0.75
5740122,Typed/Bookmarked,0.5
5740936,Inside Your Site,1
5740936,Other Web Sites,1
5740936,Typed/Bookmarked,1
5744389,Inside Your Site,1
5745038,Inside Your Site,0.047619047619047616
5745038,Typed/Bookmarked,0.9523809523809523
5747999,Inside Your Site,1
5753383,Inside Your Site,0.13297872340425532
5753383,Search Engines,0.005319148936170213
5753383,Typed/Bookmarked,0.9946808510638298
5755078,Search Engines,1
5757079,Inside Your Site,0.29411764705882354
5757079,Search Engines,0.23529411764705882
5757079,Social Networks,0.23529411764705882
5757079,Typed/Bookmarked,0.8235294117647058
5757183,Inside Your Site,0.5555555555555556
5757183,Search Engines,0.1111111111111111
5757183,Typed/Bookmarked,0.8333333333333334
5759276,Inside Your Site,0.14705882352941177
5759276,Search Engines,0.08823529411764706
5759276,Social Networks,0.7058823529411765
5759276,Typed/Bookmarked,0.38235294117647056
5760415,Inside Your Site,1
5760415,Typed/Bookmarked,1
5761064,Search Engines,1
5764779,Social Networks,0.18181818181818182
5764779,Typed/Bookmarked,0.9090909090909091
5766055,Inside Your Site,0.3333333333333333
5766055,Typed/Bookmarked,0.6666666666666666
5766430,Inside Your Site,0.5
5766430,Social Networks,0.25
5766430,Typed/Bookmarked,0.75
5766447,Inside Your Site,0.7142857142857143
5766447,Search Engines,0.2857142857142857
5766447,Typed/Bookmarked,0.7142857142857143
5766794,Inside Your Site,0.4
5766794,Other Web Sites,0.2
5766794,Search Engines,0.4
5766794,Social Networks,0.2
5766794,Typed/Bookmarked,0.2
5773897,Inside Your Site,0.48
5773897,Other Web Sites,0.12
5773897,Search Engines,0.08
5773897,Typed/Bookmarked,0.72
5775958,Inside Your Site,0.32786885245901637
5775958,Search Engines,0.3114754098360656
5775958,Social Networks,0.01639344262295082
5775958,Typed/Bookmarked,0.8360655737704918
5778041,Inside Your Site,1
5778041,Search Engines,1
5780980,Inside Your Site,0.2222222222222222
5780980,Search Engines,0.2222222222222222
5780980,Typed/Bookmarked,0.8333333333333334
5781596,Inside Your Site,0.4
5781596,Other Web Sites,0.06666666666666667
5781596,Search Engines,0.2
5781596,Social Networks,0.06666666666666667
5781596,Typed/Bookmarked,0.6666666666666666
5783625,Inside Your Site,0.17848970251716248
5783625,Other Web Sites,0.004576659038901602
5783625,Search Engines,0.004576659038901602
5783625,Typed/Bookmarked,0.9954233409610984
5784189,Inside Your Site,0.05813953488372093
5784189,Search Engines,0.06976744186046512
5784189,Social Networks,0.6162790697674418
5784189,Typed/Bookmarked,0.7209302325581395
5784672,Typed/Bookmarked,1
5785586,Inside Your Site,0.25
5785586,Typed/Bookmarked,1
5786855,Inside Your Site,0.3125
5786855,Other Web Sites,0.0625
5786855,Search Engines,0.0625
5786855,Typed/Bookmarked,1
5787218,Inside Your Site,1
5787218,Search Engines,0.2
5787218,Typed/Bookmarked,0.6
5788440,Inside Your Site,0.25
5788440,Search Engines,0.125
5788440,Social Networks,0.875
5788440,Typed/Bookmarked,0.5
5788456,Other Web Sites,1
5789664,Inside Your Site,0.3793103448275862
5789664,Typed/Bookmarked,0.8620689655172413
5790018,Typed/Bookmarked,1
5791568,Inside Your Site,0.25
5791568,Social Networks,0.75
5791568,Typed/Bookmarked,0.5
5791799,Inside Your Site,0.391304347826087
5791799,Search Engines,0.17391304347826086
5791799,Typed/Bookmarked,0.8695652173913043
5801535,Inside Your Site,1
5801628,Inside Your Site,0.29064039408866993
5801628,Other Web Sites,0.054187192118226604
5801628,Search Engines,0.2857142857142857
5801628,Social Networks,0.13793103448275862
5801628,Typed/Bookmarked,0.7733990147783252
5803028,Inside Your Site,0.3333333333333333
5803028,Typed/Bookmarked,0.6666666666666666
5803530,Inside Your Site,1
5803530,Typed/Bookmarked,1
5804781,Inside Your Site,0.4444444444444444
5804781,Other Web Sites,0.1111111111111111
5804781,Search Engines,0.1111111111111111
5804781,Social Networks,0.1111111111111111
5804781,Typed/Bookmarked,0.4444444444444444
5806130,Inside Your Site,0.4
5806130,Search Engines,0.1
5806130,Typed/Bookmarked,1
5806420,Inside Your Site,0.75
5806420,Search Engines,0.25
5806420,Typed/Bookmarked,0.75
5808598,Inside Your Site,0.1206896551724138
5808598,Other Web Sites,0.0028735632183908046
5808598,Search Engines,0.9597701149425287
5808598,Typed/Bookmarked,0.985632183908046
5809323,Inside Your Site,1
5809323,Typed/Bookmarked,1
5810189,Inside Your Site,1
5810189,Typed/Bookmarked,0.5
5814414,Inside Your Site,0.2857142857142857
5814414,Typed/Bookmarked,0.8571428571428571
5822961,Inside Your Site,1
5822961,Typed/Bookmarked,1
5827207,Inside Your Site,0.16666666666666666
5827207,Search Engines,0.16666666666666666
5827207,Social Networks,0.16666666666666666
5827207,Typed/Bookmarked,0.6666666666666666
5827303,Inside Your Site,0.07142857142857142
5827303,Typed/Bookmarked,1
5833655,Inside Your Site,1
5833655,Other Web Sites,1
5837337,Typed/Bookmarked,1
5844439,Inside Your Site,0.36363636363636365
5844439,Search Engines,0.45454545454545453
5844439,Typed/Bookmarked,0.5454545454545454
5845440,Inside Your Site,0.2222222222222222
5845440,Other Web Sites,0.1111111111111111
5845440,Search Engines,0.1111111111111111
5845440,Social Networks,0.16666666666666666
5845440,Typed/Bookmarked,0.8888888888888888
5845664,Inside Your Site,0.3655030800821355
5845664,Other Web Sites,0.006160164271047228
5845664,Search Engines,0.10061601642710473
5845664,Social Networks,0.004106776180698152
5845664,Typed/Bookmarked,0.9835728952772074
5845954,Inside Your Site,0.5625
5845954,Other Web Sites,0.020833333333333332
5845954,Search Engines,0.3333333333333333
5845954,Typed/Bookmarked,0.9583333333333334
5847842,Search Engines,0.25
5847842,Social Networks,0.6666666666666666
5847842,Typed/Bookmarked,0.3333333333333333
5848110,Inside Your Site,0.4444444444444444
5848110,Other Web Sites,0.027777777777777776
5848110,Search Engines,0.05555555555555555
5848110,Typed/Bookmarked,1
5848594,Inside Your Site,1
5848594,Search Engines,1
5848594,Typed/Bookmarked,0.5
5849902,Inside Your Site,0.25
5849902,Search Engines,0.075
5849902,Social Networks,0.025
5849902,Typed/Bookmarked,0.9
5854334,Inside Your Site,1
5854334,Typed/Bookmarked,1
5855641,Inside Your Site,1
5857331,Inside Your Site,1
5857331,Typed/Bookmarked,1
5858564,Inside Your Site,0.875
5858564,Other Web Sites,0.375
5858564,Search Engines,0.125
5858564,Typed/Bookmarked,0.75
5858653,Inside Your Site,0.09090909090909091
5858653,Typed/Bookmarked,1
5862500,Inside Your Site,1
5862500,Typed/Bookmarked,0.5
5862762,Inside Your Site,0.3333333333333333
5862762,Typed/Bookmarked,0.8888888888888888
5862878,Inside Your Site,1
5866229,Inside Your Site,0.5
5866229,Social Networks,0.5
5866229,Typed/Bookmarked,1
5866689,Search Engines,0.09090909090909091
5866689,Typed/Bookmarked,1
5866895,Search Engines,1
5871265,Inside Your Site,0.017857142857142856
5871265,Search Engines,0.03571428571428571
5871265,Typed/Bookmarked,0.9821428571428571
5871502,Inside Your Site,0.6521739130434783
5871502,Search Engines,0.08695652173913043
5871502,Social Networks,0.043478260869565216
5871502,Typed/Bookmarked,0.9565217391304348
5874981,Inside Your Site,0.07865168539325842
5874981,Search Engines,0.02247191011235955
5874981,Social Networks,0.0449438202247191
5874981,Typed/Bookmarked,0.9213483146067416
5876018,Inside Your Site,0.7
5876018,Search Engines,0.6
5876018,Typed/Bookmarked,0.7
5876156,Inside Your Site,0.12727272727272726
5876156,Search Engines,0.01818181818181818
5876156,Typed/Bookmarked,0.9818181818181818
5877807,Inside Your Site,0.8333333333333334
5877807,Typed/Bookmarked,0.9166666666666666
5879174,Inside Your Site,1
5879174,Typed/Bookmarked,0.5
5885035,Inside Your Site,1
5885035,Other Web Sites,0.3333333333333333
5885035,Search Engines,0.3333333333333333
5887031,Inside Your Site,0.23076923076923078
5887031,Search Engines,0.15384615384615385
5887031,Typed/Bookmarked,0.6153846153846154
5887042,Social Networks,1
5889418,Inside Your Site,0.1875
5889418,Other Web Sites,0.15625
5889418,Search Engines,0.03125
5889418,Typed/Bookmarked,0.84375
5893000,Inside Your Site,0.5
5893000,Social Networks,0.5
5893000,Typed/Bookmarked,1
5893245,Inside Your Site,0.38461538461538464
5893245,Search Engines,0.38461538461538464
5893245,Typed/Bookmarked,0.46153846153846156
5899302,Inside Your Site,0.875
5899302,Search Engines,0.5
5899302,Typed/Bookmarked,0.375
5900741,Typed/Bookmarked,1
5901652,Inside Your Site,0.45604395604395603
5901652,Other Web Sites,0.005494505494505495
5901652,Search Engines,0.03296703296703297
5901652,Typed/Bookmarked,0.967032967032967
5903791,Typed/Bookmarked,1
5904212,Inside Your Site,0.5
5904212,Typed/Bookmarked,0.5
5906964,Inside Your Site,0.42857142857142855
5906964,Search Engines,0.14285714285714285
5906964,Typed/Bookmarked,0.7142857142857143
5907235,Inside Your Site,0.4
5907235,Search Engines,0.2
5907235,Social Networks,0.2
5907235,Typed/Bookmarked,0.8
5908553,Inside Your Site,1
5911936,Inside Your Site,0.5
5911936,Social Networks,0.5
5911936,Typed/Bookmarked,0.5
5911977,Inside Your Site,0.6666666666666666
5911977,Social Networks,0.3333333333333333
5911977,Typed/Bookmarked,0.3333333333333333
5914511,Inside Your Site,1
5923313,Inside Your Site,0.30303030303030304
5923313,Other Web Sites,0.15151515151515152
5923313,Search Engines,0.09090909090909091
5923313,Social Networks,0.06060606060606061
5923313,Typed/Bookmarked,0.6363636363636364
5925113,Search Engines,1
5925113,Typed/Bookmarked,1
5925984,Inside Your Site,0.6666666666666666
5925984,Search Engines,0.3333333333333333
5925984,Typed/Bookmarked,1
5928183,Social Networks,1
5928183,Typed/Bookmarked,1
5934913,Inside Your Site,0.5674846625766872
5934913,Search Engines,0.2361963190184049
5934913,Typed/Bookmarked,0.99079754601227
5937184,Inside Your Site,1
5938176,Inside Your Site,0.25806451612903225
5938176,Other Web Sites,0.41935483870967744
5938176,Search Engines,0.06451612903225806
5938176,Typed/Bookmarked,0.3870967741935484
5940006,Inside Your Site,1
5942025,Inside Your Site,0.14814814814814814
5942025,Search Engines,0.25925925925925924
5942025,Social Networks,0.037037037037037035
5942025,Typed/Bookmarked,0.8148148148148148
5942812,Inside Your Site,1
5942812,Social Networks,0.5
5942812,Typed/Bookmarked,0.5
5945310,Social Networks,1
5946386,Inside Your Site,0.013157894736842105
5946386,Typed/Bookmarked,1
5951917,Inside Your Site,1
5955133,Inside Your Site,1
5955133,Typed/Bookmarked,0.3333333333333333
5956956,Typed/Bookmarked,1
5957840,Inside Your Site,0.5
5957840,Other Web Sites,0.5
5959154,Inside Your Site,0.6666666666666666
5959154,Typed/Bookmarked,0.6666666666666666
5966582,Inside Your Site,1
5966582,Typed/Bookmarked,0.5
5967277,Inside Your Site,0.5
5967277,Search Engines,0.2
5967277,Typed/Bookmarked,0.5
5970387,Inside Your Site,0.6666666666666666
5970387,Other Web Sites,0.6666666666666666
5970387,Typed/Bookmarked,0.3333333333333333
5971283,Inside Your Site,1
5975615,Inside Your Site,0.25
5975615,Typed/Bookmarked,0.75
5984614,Inside Your Site,0.26
5984614,Search Engines,0.02
5984614,Typed/Bookmarked,0.94
5984918,Inside Your Site,0.12
5984918,Search Engines,0.16
5984918,Typed/Bookmarked,0.84
5989774,Inside Your Site,1
5991666,Inside Your Site,1
5991666,Search Engines,0.3333333333333333
5991666,Typed/Bookmarked,1
5995565,Inside Your Site,0.5714285714285714
5995565,Typed/Bookmarked,0.8571428571428571
5996408,Inside Your Site,0.21568627450980393
5996408,Search Engines,0.0784313725490196
5996408,Typed/Bookmarked,1
5996719,Inside Your Site,0.07246376811594203
5996719,Social Networks,0.5603864734299517
5996719,Typed/Bookmarked,0.5458937198067633
5997138,Inside Your Site,0.23275862068965517
5997138,Other Web Sites,0.02586206896551724
5997138,Search Engines,0.0603448275862069
5997138,Typed/Bookmarked,0.9310344827586207
5998525,Inside Your Site,0.25
5998525,Typed/Bookmarked,1
5998719,Inside Your Site,0.125
5998719,Other Web Sites,0.0625
5998719,Search Engines,0.25
5998719,Typed/Bookmarked,0.75
5999345,Inside Your Site,1
5999345,Social Networks,1
5999345,Typed/Bookmarked,1
5999350,Inside Your Site,1
5999350,Typed/Bookmarked,1
5999631,Inside Your Site,0.061224489795918366
5999631,Search Engines,0.061224489795918366
5999631,Social Networks,0.8979591836734694
5999631,Typed/Bookmarked,0.22448979591836735
6000343,Inside Your Site,0.3333333333333333
6000343,Search Engines,0.3333333333333333
6000343,Typed/Bookmarked,0.6666666666666666
6005019,Inside Your Site,0.4
6005019,Other Web Sites,0.06666666666666667
6005019,Search Engines,0.13333333333333333
6005019,Typed/Bookmarked,0.9333333333333333
6012668,Search Engines,0.14285714285714285
6012668,Typed/Bookmarked,0.8571428571428571
6014146,Inside Your Site,0.13333333333333333
6014146,Search Engines,0.06666666666666667
6014146,Typed/Bookmarked,0.9333333333333333
6015564,Typed/Bookmarked,1
6016440,Inside Your Site,0.4166666666666667
6016440,Other Web Sites,0.08333333333333333
6016440,Social Networks,0.08333333333333333
6016440,Typed/Bookmarked,0.9166666666666666
6017491,Inside Your Site,0.0625
6017491,Typed/Bookmarked,0.96875
6019423,Inside Your Site,0.25149700598802394
6019423,Other Web Sites,0.011976047904191617
6019423,Search Engines,0.2994011976047904
6019423,Social Networks,0.11976047904191617
6019423,Typed/Bookmarked,0.8083832335329342
6019595,Inside Your Site,0.09866666666666667
6019595,Other Web Sites,0.0026666666666666666
6019595,Search Engines,0.008
6019595,Typed/Bookmarked,0.9813333333333333
6019717,Inside Your Site,0.3
6019717,Typed/Bookmarked,0.9666666666666667
6021277,Inside Your Site,0.6666666666666666
6021277,Search Engines,0.3333333333333333
6021277,Typed/Bookmarked,0.6666666666666666
6024779,Inside Your Site,0.5
6024779,Typed/Bookmarked,0.5
6025224,Inside Your Site,1
6027037,Inside Your Site,1
6027037,Typed/Bookmarked,0.25
6027201,Inside Your Site,1
6027201,Typed/Bookmarked,1
6029647,Inside Your Site,1
6029647,Typed/Bookmarked,1
6030189,Inside Your Site,0.18023255813953487
6030189,Other Web Sites,0.0029069767441860465
6030189,Search Engines,0.0029069767441860465
6030189,Typed/Bookmarked,1
6030426,Inside Your Site,0.550561797752809
6030426,Search Engines,0.011235955056179775
6030426,Typed/Bookmarked,0.8202247191011236
6031237,Inside Your Site,0.8333333333333334
6031237,Other Web Sites,0.05555555555555555
6031237,Typed/Bookmarked,0.4444444444444444
6035589,Inside Your Site,0.4
6035589,Typed/Bookmarked,0.8
6037232,Inside Your Site,1
6037232,Typed/Bookmarked,0.5
6040101,Inside Your Site,1
6040101,Other Web Sites,0.5
6069146,Inside Your Site,1
6069269,Inside Your Site,1
6070300,Inside Your Site,1
6070300,Other Web Sites,0.5
6070300,Typed/Bookmarked,0.25
6074100,Inside Your Site,0.75
6074100,Typed/Bookmarked,1
6074441,Search Engines,1
6074441,Typed/Bookmarked,1
6076273,Typed/Bookmarked,1
6077894,Typed/Bookmarked,1
6079470,Inside Your Site,0.475
6079470,Search Engines,0.0125
6079470,Typed/Bookmarked,0.925
6080110,Typed/Bookmarked,1
6080380,Inside Your Site,0.11538461538461539
6080380,Other Web Sites,0.057692307692307696
6080380,Social Networks,0.6153846153846154
6080380,Typed/Bookmarked,0.7115384615384616
6081156,Inside Your Site,0.2727272727272727
6081156,Other Web Sites,0.045454545454545456
6081156,Social Networks,0.045454545454545456
6081156,Typed/Bookmarked,0.8181818181818182
6084487,Inside Your Site,1
6086317,Inside Your Site,1
6087433,Inside Your Site,0.15
6087433,Typed/Bookmarked,1
6091855,Inside Your Site,0.17857142857142858
6091855,Search Engines,0.14285714285714285
6091855,Typed/Bookmarked,0.7857142857142857
6094081,Inside Your Site,0.3
6094081,Typed/Bookmarked,0.9
6104875,Inside Your Site,0.5360824742268041
6104875,Other Web Sites,0.12371134020618557
6104875,Search Engines,0.020618556701030927
6104875,Social Networks,0.010309278350515464
6104875,Typed/Bookmarked,0.8762886597938144
6106971,Inside Your Site,1
6106971,Typed/Bookmarked,1
6108127,Inside Your Site,1
6108127,Typed/Bookmarked,1
6113679,Inside Your Site,0.8333333333333334
6113679,Typed/Bookmarked,0.8333333333333334
6116515,Inside Your Site,0.6666666666666666
6116515,Search Engines,0.3333333333333333
6116515,Typed/Bookmarked,0.5
6117752,Inside Your Site,0.09009009009009009
6117752,Search Engines,0.02702702702702703
6117752,Typed/Bookmarked,0.9819819819819819
6121316,Inside Your Site,0.2857142857142857
6121316,Typed/Bookmarked,1
6122186,Inside Your Site,0.09245283018867924
6122186,Search Engines,0.0037735849056603774
6122186,Typed/Bookmarked,0.9924528301886792
6130579,Typed/Bookmarked,1
6132093,Inside Your Site,1
6132093,Other Web Sites,1
6134353,Inside Your Site,0.3333333333333333
6134353,Search Engines,0.5555555555555556
6134353,Typed/Bookmarked,0.3333333333333333
6148982,Inside Your Site,0.6666666666666666
6148982,Typed/Bookmarked,0.6666666666666666
6149147,Inside Your Site,0.19327731092436976
6149147,Other Web Sites,0.008403361344537815
6149147,Search Engines,0.025210084033613446
6149147,Typed/Bookmarked,0.9747899159663865
6151344,Inside Your Site,0.057692307692307696
6151344,Other Web Sites,0.9423076923076923
6151344,Social Networks,0.019230769230769232
6151344,Typed/Bookmarked,0.057692307692307696
6153865,Inside Your Site,0.2714285714285714
6153865,No JavaScript,0.0020408163265306124
6153865,Search Engines,0.006122448979591836
6153865,Typed/Bookmarked,0.9836734693877551
6155342,Search Engines,1
6160149,Inside Your Site,0.6666666666666666
6160149,Search Engines,0.3333333333333333
6160149,Typed/Bookmarked,0.6666666666666666
6161268,Inside Your Site,0.65
6161268,Search Engines,0.5
6161268,Social Networks,0.05
6161268,Typed/Bookmarked,0.55
6161836,Inside Your Site,0.3888888888888889
6161836,Other Web Sites,0.05555555555555555
6161836,Search Engines,0.2222222222222222
6161836,Typed/Bookmarked,0.9444444444444444
6163123,Inside Your Site,0.19047619047619047
6163123,Other Web Sites,0.047619047619047616
6163123,Search Engines,0.19047619047619047
6163123,Typed/Bookmarked,0.8571428571428571
6166308,Inside Your Site,0.29111531190926276
6166308,No JavaScript,0.001890359168241966
6166308,Other Web Sites,0.11153119092627599
6166308,Search Engines,0.3837429111531191
6166308,Social Networks,0.6786389413988658
6166308,Typed/Bookmarked,0.9035916824196597
6166747,Inside Your Site,0.921875
6166747,Other Web Sites,0.015625
6166747,Search Engines,0.046875
6166747,Typed/Bookmarked,0.96875
6168246,Inside Your Site,0.35
6168246,Search Engines,0.3
6168246,Typed/Bookmarked,1
6172461,Inside Your Site,0.3333333333333333
6172461,Search Engines,0.6666666666666666
6172461,Typed/Bookmarked,0.3333333333333333
6174741,Inside Your Site,0.9333333333333333
6174741,Typed/Bookmarked,0.5333333333333333
6178331,Inside Your Site,0.9230769230769231
6178331,Search Engines,0.6923076923076923
6178331,Typed/Bookmarked,0.7692307692307693
6178680,Inside Your Site,0.6666666666666666
