fire_fly_id,referrer_type_value,percentbyref
3329264,Typed/Bookmarked,0.8
3329887,Typed/Bookmarked,1
3331128,Inside Your Site,0.16666666666666666
3331128,Search Engines,0.05555555555555555
3331128,Typed/Bookmarked,1
3331198,Inside Your Site,0.375
3331198,Typed/Bookmarked,0.75
3331300,Inside Your Site,0.28
3331300,Other Web Sites,0.16
3331300,Search Engines,0.44
3331300,Typed/Bookmarked,0.64
3331479,Inside Your Site,0.16666666666666666
3331479,Other Web Sites,0.16666666666666666
3331479,Typed/Bookmarked,0.7916666666666666
3333317,Inside Your Site,1
3333366,Inside Your Site,0.2857142857142857
3333366,Typed/Bookmarked,0.9285714285714286
3333904,Typed/Bookmarked,1
3334204,Inside Your Site,0.15037593984962405
3334204,Search Engines,0.05263157894736842
3334204,Typed/Bookmarked,0.9624060150375939
3334556,Inside Your Site,0.35221238938053095
3334556,Other Web Sites,0.007079646017699115
3334556,Search Engines,0.019469026548672566
3334556,Social Networks,0.008849557522123894
3334556,Typed/Bookmarked,0.9946902654867257
3335158,Inside Your Site,0.3356401384083045
3335158,Search Engines,0.01384083044982699
3335158,Typed/Bookmarked,0.986159169550173
3335346,Typed/Bookmarked,1
3335467,Inside Your Site,0.128
3335467,Search Engines,0.024
3335467,Typed/Bookmarked,0.952
3335972,Inside Your Site,0.5
3335972,Social Networks,0.3
3335972,Typed/Bookmarked,0.7
3336140,Inside Your Site,0.7058823529411765
3336140,Other Web Sites,0.11764705882352941
3336140,Search Engines,0.4117647058823529
3336140,Typed/Bookmarked,0.6470588235294118
3337118,Other Web Sites,1
3337217,Inside Your Site,0.20938023450586266
3337217,Other Web Sites,0.0016750418760469012
3337217,Search Engines,0.018425460636515914
3337217,Typed/Bookmarked,0.998324958123953
3338244,Inside Your Site,0.6666666666666666
3338244,Search Engines,0.6666666666666666
3338244,Typed/Bookmarked,0.6666666666666666
3338596,Inside Your Site,0.09090909090909091
3338596,Search Engines,0.01818181818181818
3338596,Typed/Bookmarked,0.9636363636363636
3339147,Inside Your Site,0.18181818181818182
3339147,Typed/Bookmarked,0.9090909090909091
3339208,Inside Your Site,0.15789473684210525
3339208,Other Web Sites,0.05263157894736842
3339208,Search Engines,0.15789473684210525
3339208,Typed/Bookmarked,0.7894736842105263
3340213,Inside Your Site,0.22598870056497175
3340213,Social Networks,0.5310734463276836
3340213,Typed/Bookmarked,0.5536723163841808
3340247,Inside Your Site,0.19672131147540983
3340247,Other Web Sites,0.00546448087431694
3340247,Search Engines,0.03278688524590164
3340247,Social Networks,0.273224043715847
3340247,Typed/Bookmarked,0.825136612021858
3340274,Inside Your Site,1
3340274,Typed/Bookmarked,0.3333333333333333
3341058,Inside Your Site,0.7272727272727273
3341058,Search Engines,0.7272727272727273
3341058,Typed/Bookmarked,0.36363636363636365
3341236,Inside Your Site,0.4
3341236,Social Networks,0.2
3341236,Typed/Bookmarked,1
3341372,Inside Your Site,0.44642857142857145
3341372,Search Engines,0.05357142857142857
3341372,Typed/Bookmarked,0.8928571428571429
3341411,Inside Your Site,0.056338028169014086
3341411,Other Web Sites,0.9014084507042254
3341411,Typed/Bookmarked,0.08450704225352113
3343195,Inside Your Site,0.3333333333333333
3343195,Search Engines,0.3333333333333333
3343195,Typed/Bookmarked,0.3333333333333333
3343228,Inside Your Site,0.4
3343228,Other Web Sites,0.1
3343228,Search Engines,0.15
3343228,Social Networks,0.4
3343228,Typed/Bookmarked,0.45
3343397,Inside Your Site,0.375
3343397,Search Engines,0.20833333333333334
3343397,Typed/Bookmarked,0.7916666666666666
3343709,Search Engines,1
3348251,Inside Your Site,0.038461538461538464
3348251,Search Engines,0.038461538461538464
3348251,Typed/Bookmarked,0.9615384615384616
3349092,Inside Your Site,0.3333333333333333
3349092,Search Engines,0.06060606060606061
3349092,Social Networks,0.015151515151515152
3349092,Typed/Bookmarked,0.8484848484848485
3349583,Inside Your Site,0.3333333333333333
3349583,Other Web Sites,1
3350980,Inside Your Site,0.75
3350980,Search Engines,0.5
3350980,Typed/Bookmarked,0.5
3351147,Inside Your Site,0.6363636363636364
3351147,Typed/Bookmarked,0.9090909090909091
3351390,Inside Your Site,0.9
3351390,Other Web Sites,0.8
3351390,Typed/Bookmarked,0.8
3353724,Inside Your Site,0.22535211267605634
3353724,Other Web Sites,0.004694835680751174
3353724,Search Engines,0.051643192488262914
3353724,Typed/Bookmarked,0.9483568075117371
3353996,Inside Your Site,0.2903225806451613
3353996,Search Engines,0.12903225806451613
3353996,Typed/Bookmarked,0.967741935483871
3354792,Inside Your Site,1
3354792,Typed/Bookmarked,1
3354985,Inside Your Site,0.17647058823529413
3354985,Search Engines,0.0392156862745098
3354985,Typed/Bookmarked,0.9215686274509803
3355019,Inside Your Site,0.3525641025641026
3355019,Other Web Sites,0.00641025641025641
3355019,Search Engines,0.08974358974358974
3355019,Typed/Bookmarked,0.967948717948718
3356039,Inside Your Site,0.39473684210526316
3356039,Search Engines,0.02631578947368421
3356039,Typed/Bookmarked,0.9473684210526315
3356331,Inside Your Site,0.4329896907216495
3356331,Search Engines,0.28865979381443296
3356331,Typed/Bookmarked,0.7628865979381443
3356746,Inside Your Site,0.5
3356746,Typed/Bookmarked,1
3356769,Typed/Bookmarked,1
3356790,Inside Your Site,1
3357089,Inside Your Site,0.33114754098360655
3357089,Other Web Sites,0.5311475409836065
3357089,Search Engines,0.21967213114754097
3357089,Typed/Bookmarked,0.9081967213114754
3357334,Inside Your Site,0.2222222222222222
3357334,Search Engines,0.07407407407407407
3357334,Social Networks,0.037037037037037035
3357334,Typed/Bookmarked,0.8888888888888888
3357343,Inside Your Site,0.5
3357343,Typed/Bookmarked,0.5
3357388,Inside Your Site,0.8
3357388,Other Web Sites,0.004878048780487805
3357388,Search Engines,0.024390243902439025
3357388,Typed/Bookmarked,0.7073170731707317
3357527,Inside Your Site,0.10344827586206896
3357527,Search Engines,0.10344827586206896
3357527,Social Networks,0.034482758620689655
3357527,Typed/Bookmarked,0.8620689655172413
3358400,Inside Your Site,0.6666666666666666
3358400,Other Web Sites,0.09523809523809523
3358400,Search Engines,0.2857142857142857
3358400,Typed/Bookmarked,0.5238095238095238
3359325,Inside Your Site,0.2465753424657534
3359325,Other Web Sites,0.0547945205479452
3359325,Search Engines,0.3561643835616438
3359325,Typed/Bookmarked,0.7602739726027398
3368008,Inside Your Site,1
3368008,Typed/Bookmarked,0.8
3379130,Inside Your Site,0.3389830508474576
3379130,Typed/Bookmarked,0.9491525423728814
3380530,Inside Your Site,0.1780821917808219
3380530,Other Web Sites,0.726027397260274
3380530,Search Engines,0.0273972602739726
3380530,Typed/Bookmarked,0.3835616438356164
3380615,Inside Your Site,0.38
3380615,Other Web Sites,0.08
3380615,Search Engines,0.08
3380615,Social Networks,0.04
3380615,Typed/Bookmarked,0.9
3380665,Inside Your Site,1
3380665,Typed/Bookmarked,0.4
3381575,Inside Your Site,1
3381575,Typed/Bookmarked,1
3381831,Inside Your Site,0.2549019607843137
3381831,Other Web Sites,0.058823529411764705
3381831,Search Engines,0.0196078431372549
3381831,Typed/Bookmarked,0.9509803921568627
3382374,Typed/Bookmarked,1
3384526,Inside Your Site,0.3333333333333333
3384526,Typed/Bookmarked,1
3384827,Inside Your Site,0.7843511450381679
3384827,Other Web Sites,0.05725190839694656
3384827,Search Engines,0.04198473282442748
3384827,Social Networks,0.030534351145038167
3384827,Typed/Bookmarked,0.9809160305343512
3384838,Inside Your Site,0.23469387755102042
3384838,Search Engines,0.01020408163265306
3384838,Typed/Bookmarked,0.9897959183673469
3386420,Inside Your Site,1
3387268,Inside Your Site,0.08974358974358974
3387268,Other Web Sites,0.01282051282051282
3387268,Search Engines,0.1282051282051282
3387268,Typed/Bookmarked,0.9358974358974359
3389118,Inside Your Site,0.6363636363636364
3389118,Other Web Sites,0.09090909090909091
3389118,Typed/Bookmarked,0.8181818181818182
3389266,Inside Your Site,0.08823529411764706
3389266,Search Engines,0.058823529411764705
3389266,Typed/Bookmarked,0.9852941176470589
3390092,Typed/Bookmarked,1
3390400,Inside Your Site,0.2882882882882883
3390400,Other Web Sites,0.036036036036036036
3390400,Search Engines,0.13513513513513514
3390400,Social Networks,0.018018018018018018
3390400,Typed/Bookmarked,0.8468468468468469
3390540,Inside Your Site,0.5
3390540,Typed/Bookmarked,0.5
3390904,Typed/Bookmarked,1
3391624,Inside Your Site,0.26804123711340205
3391624,Search Engines,0.25773195876288657
3391624,Social Networks,0.17525773195876287
3391624,Typed/Bookmarked,0.711340206185567
3392036,Inside Your Site,0.20175438596491227
3392036,Search Engines,0.6578947368421053
3392036,Typed/Bookmarked,0.9210526315789473
3393829,Typed/Bookmarked,1
3396482,Inside Your Site,1
3397924,Inside Your Site,0.42857142857142855
3397924,Search Engines,0.14285714285714285
3397924,Social Networks,0.07142857142857142
3397924,Typed/Bookmarked,0.5714285714285714
3398456,Inside Your Site,0.5714285714285714
3398456,Search Engines,0.14285714285714285
3398456,Social Networks,0.14285714285714285
3398456,Typed/Bookmarked,0.2857142857142857
3399833,Inside Your Site,0.16666666666666666
3399833,Other Web Sites,0.041666666666666664
3399833,Search Engines,0.4166666666666667
3399833,Social Networks,0.5416666666666666
3399833,Typed/Bookmarked,0.5416666666666666
3399916,Inside Your Site,0.6190476190476191
3399916,Other Web Sites,0.47619047619047616
3399916,Search Engines,0.14285714285714285
3399916,Typed/Bookmarked,0.5238095238095238
3400000,Inside Your Site,0.21052631578947367
3400000,Search Engines,0.3684210526315789
3400000,Typed/Bookmarked,0.5263157894736842
3400156,Inside Your Site,0.5
3400156,Search Engines,0.125
3400156,Typed/Bookmarked,0.875
3400508,Inside Your Site,1
3400508,Typed/Bookmarked,1
3402038,Inside Your Site,0.22077922077922077
3402038,Other Web Sites,0.012987012987012988
3402038,Search Engines,0.03896103896103896
3402038,Social Networks,0.2597402597402597
3402038,Typed/Bookmarked,0.8701298701298701
3402232,Typed/Bookmarked,1
3402359,Inside Your Site,0.13333333333333333
3402359,Search Engines,0.6666666666666666
3402359,Typed/Bookmarked,0.3333333333333333
3402662,Inside Your Site,0.16666666666666666
3402662,Search Engines,0.08333333333333333
3402662,Typed/Bookmarked,0.8333333333333334
3402742,Inside Your Site,0.4444444444444444
3402742,Other Web Sites,0.48148148148148145
3402742,Typed/Bookmarked,0.4074074074074074
3403531,Inside Your Site,0.36363636363636365
3403531,Search Engines,0.045454545454545456
3403531,Typed/Bookmarked,0.9090909090909091
3403561,Inside Your Site,0.5
3403561,Search Engines,0.5833333333333334
3403561,Typed/Bookmarked,0.6666666666666666
3403653,Inside Your Site,0.125
3403653,Search Engines,0.25
3403653,Typed/Bookmarked,0.875
3403734,Inside Your Site,0.07142857142857142
3403734,Search Engines,0.2857142857142857
3403734,Social Networks,0.21428571428571427
3403734,Typed/Bookmarked,0.5714285714285714
3404051,Inside Your Site,0.5455974842767296
3404051,Other Web Sites,0.01729559748427673
3404051,Search Engines,0.031446540880503145
3404051,Social Networks,0.0047169811320754715
3404051,Typed/Bookmarked,0.9905660377358491
3404266,Inside Your Site,0.6
3404266,Other Web Sites,0.2
3404266,Search Engines,0.6
3404266,Typed/Bookmarked,0.6
3404476,Inside Your Site,0.125
3404476,Search Engines,0.041666666666666664
3404476,Social Networks,0.125
3404476,Typed/Bookmarked,0.9166666666666666
3404948,Inside Your Site,0.75
3404948,Other Web Sites,0.625
3404948,Typed/Bookmarked,0.5
3407302,Inside Your Site,1
3407873,Inside Your Site,0.6666666666666666
3407873,Typed/Bookmarked,0.6666666666666666
3412184,Inside Your Site,0.30952380952380953
3412184,Other Web Sites,0.007936507936507936
3412184,Search Engines,0.007936507936507936
3412184,Typed/Bookmarked,0.996031746031746
3412257,Inside Your Site,0.09090909090909091
3412257,Other Web Sites,0.03409090909090909
3412257,Search Engines,0.056818181818181816
3412257,Typed/Bookmarked,0.9545454545454546
3413105,Inside Your Site,0.1717171717171717
3413105,Other Web Sites,0.10101010101010101
3413105,Search Engines,0.15151515151515152
3413105,Typed/Bookmarked,0.8181818181818182
3414461,Inside Your Site,0.0851063829787234
3414461,Other Web Sites,0.005319148936170213
3414461,Search Engines,0.005319148936170213
3414461,Typed/Bookmarked,0.9840425531914894
3415096,Inside Your Site,0.47058823529411764
3415096,Search Engines,0.23529411764705882
3415096,Typed/Bookmarked,0.8235294117647058
3415322,Typed/Bookmarked,1
3418823,Inside Your Site,0.3333333333333333
3418823,Typed/Bookmarked,0.6666666666666666
3418829,Inside Your Site,0.8
3418829,Other Web Sites,0.2
3418829,Typed/Bookmarked,0.6
3419553,Typed/Bookmarked,1
3422204,Inside Your Site,1
3422204,Search Engines,1
3422680,Inside Your Site,0.1342281879194631
3422680,Other Web Sites,0.040268456375838924
3422680,Search Engines,0.040268456375838924
3422680,Typed/Bookmarked,0.912751677852349
3422745,Inside Your Site,0.35
3422745,Search Engines,0.13
3422745,Typed/Bookmarked,0.88
3422858,Inside Your Site,1
3422858,Search Engines,0.25
3422893,Inside Your Site,1
3422941,Inside Your Site,0.2
3422941,Search Engines,0.1
3422941,Social Networks,0.3
3422941,Typed/Bookmarked,0.8
3423040,Inside Your Site,0.739514348785872
3423040,No JavaScript,0.002207505518763797
3423040,Other Web Sites,0.013245033112582781
3423040,Search Engines,0.11920529801324503
3423040,Social Networks,0.004415011037527594
3423040,Typed/Bookmarked,0.9823399558498896
3423580,Inside Your Site,0.2
3423580,Search Engines,0.8
3423580,Typed/Bookmarked,0.3
3423705,Search Engines,0.2727272727272727
3423705,Typed/Bookmarked,0.9090909090909091
3424193,Inside Your Site,1
3424193,Typed/Bookmarked,0.3333333333333333
3424677,Inside Your Site,0.7573529411764706
3424677,No JavaScript,0.007352941176470588
3424677,Search Engines,0.007352941176470588
3424677,Typed/Bookmarked,1
3426153,Inside Your Site,0.5
3426153,Search Engines,0.16666666666666666
3426153,Social Networks,0.16666666666666666
3426153,Typed/Bookmarked,0.6666666666666666
3427010,Search Engines,1
3427063,Inside Your Site,0.2702702702702703
3427063,Other Web Sites,0.09009009009009009
3427063,Search Engines,0.05405405405405406
3427063,Social Networks,0.04504504504504504
3427063,Typed/Bookmarked,0.9279279279279279
3427116,Inside Your Site,0.15555555555555556
3427116,Search Engines,0.13333333333333333
3427116,Typed/Bookmarked,0.7777777777777778
3427187,Inside Your Site,0.38636363636363635
3427187,Other Web Sites,0.022727272727272728
3427187,Typed/Bookmarked,0.9545454545454546
3428208,Inside Your Site,0.5517241379310345
3428208,Search Engines,0.05172413793103448
3428208,Typed/Bookmarked,0.7068965517241379
3428267,Search Engines,0.5
3428267,Social Networks,0.5
3428267,Typed/Bookmarked,0.5
3428324,Inside Your Site,1
3428324,Typed/Bookmarked,1
3428743,Inside Your Site,0.6666666666666666
3428743,Search Engines,0.16666666666666666
3428743,Typed/Bookmarked,1
3428928,Inside Your Site,0.11764705882352941
3428928,Search Engines,0.6078431372549019
3428928,Typed/Bookmarked,0.7843137254901961
3431086,Inside Your Site,0.8333333333333334
3431086,Other Web Sites,0.3333333333333333
3431086,Search Engines,0.16666666666666666
3431086,Typed/Bookmarked,0.3333333333333333
3431201,Inside Your Site,0.75
3431201,Search Engines,0.3
3431201,Typed/Bookmarked,0.55
3431447,Inside Your Site,0.5714285714285714
3431447,Search Engines,0.21428571428571427
3431447,Typed/Bookmarked,0.5
3431639,Inside Your Site,0.7777777777777778
3431639,Typed/Bookmarked,0.7777777777777778
3432285,Inside Your Site,0.42857142857142855
3432285,Search Engines,0.21428571428571427
3432285,Typed/Bookmarked,0.8857142857142857
3433484,Search Engines,1
3433877,Inside Your Site,0.5
3433877,Typed/Bookmarked,0.5
3434557,Inside Your Site,1
3434812,Social Networks,1
3434913,Inside Your Site,0.1
3434913,Other Web Sites,0.1
3434913,Social Networks,0.05
3434913,Typed/Bookmarked,0.95
3435106,Inside Your Site,0.6666666666666666
3435106,Search Engines,0.16666666666666666
3435106,Typed/Bookmarked,0.6666666666666666
3435741,Typed/Bookmarked,1
3435999,Social Networks,1
3435999,Typed/Bookmarked,1
3440137,Inside Your Site,1
3441167,Typed/Bookmarked,1
3443602,Inside Your Site,0.2
3443602,Other Web Sites,0.8285714285714286
3443602,Search Engines,0.02857142857142857
3443602,Typed/Bookmarked,0.17142857142857143
3444026,Inside Your Site,1
3444026,Typed/Bookmarked,1
3445604,Inside Your Site,0.3333333333333333
3445604,Search Engines,0.3333333333333333
3445604,Social Networks,0.3333333333333333
3445604,Typed/Bookmarked,0.6666666666666666
3447039,Inside Your Site,0.7948717948717948
3447039,Search Engines,0.02564102564102564
3447039,Social Networks,0.1282051282051282
3447039,Typed/Bookmarked,0.6923076923076923
3449193,Inside Your Site,1
3449193,Typed/Bookmarked,1
3449711,Inside Your Site,1
3449730,Typed/Bookmarked,1
3449846,Inside Your Site,0.25
3449846,Typed/Bookmarked,1
3449882,Inside Your Site,0.3157894736842105
3449882,Search Engines,0.21052631578947367
3449882,Social Networks,0.05263157894736842
3449882,Typed/Bookmarked,0.9473684210526315
3450247,Inside Your Site,1
3450247,Typed/Bookmarked,1
3451242,Search Engines,0.6
3451242,Typed/Bookmarked,0.4
3451256,Inside Your Site,1
3451256,Search Engines,1
3451267,Inside Your Site,0.8
3451267,Other Web Sites,0.3
3451267,Search Engines,0.1
3451267,Typed/Bookmarked,0.5
3451475,Inside Your Site,0.25
